"","Orderid","Orderdatetime","Saleamount","Newcustomer","Position","Positiondatetime","Groupname","Networkname","Networkid","Brand","Positionname","DaysToConvert"
"1231",11652761,"2012-05-04 9:49",380.75,"Y",3,"2012-05-04 9:32","CJ","Commission Junction","cj22","N","CONVERTER",0
"1232",11652761,"2012-05-04 9:49",380.75,"Y",2,"2012-05-04 7:02","CJ","Commission Junction","cj22","N","ASSIST",0
"1233",11652761,"2012-05-04 9:49",380.75,"Y",1,"2012-05-04 7:01","CJ","Commission Junction","cj22","N","ROSTER",0
"1234",11652761,"2012-05-04 9:49",380.75,"Y",0,"2012-05-04 2:10","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"1240",11652771,"2012-05-04 10:30",367.34,"Y",3,"2012-05-04 10:22","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"1241",11652771,"2012-05-04 10:30",367.34,"Y",2,"2012-05-04 10:13","CPM","Armonix","nar7467","N","ASSIST",0
"1242",11652771,"2012-05-04 10:30",367.34,"Y",1,"2012-05-04 9:08","CPM","Armonix","nar7467","N","ROSTER",0
"1243",11652771,"2012-05-04 10:30",367.34,"Y",0,"2012-05-04 6:04","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",0
"1244",11652774,"2012-05-04 10:55",341.92,"Y",3,"2012-05-04 10:41","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1245",11652774,"2012-05-04 10:55",341.92,"Y",2,"2012-05-04 10:41","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"1246",11652774,"2012-05-04 10:55",341.92,"Y",1,"2012-05-04 10:41","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"1247",11652774,"2012-05-04 10:55",341.92,"Y",0,"2012-05-04 10:26","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast.com","brand8155msn","Y","ORIGINATOR",0
"1248",11652782,"2012-05-04 11:05",327.68,"Y",1,"2012-05-04 10:50","CJ","Commission Junction","cj22","N","CONVERTER",0
"1249",11652782,"2012-05-04 11:05",327.68,"Y",0,"2012-05-04 10:43","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"1250",11652790,"2012-05-04 11:12",160.2,"N",2,"2012-05-02 1:21","CPM","Adroll - adr","adr","N","CONVERTER",2
"1251",11652790,"2012-05-04 11:12",160.2,"N",1,"2012-05-02 1:14","CPM","Magnetic","h987mag","N","ASSIST",2
"1252",11652790,"2012-05-04 11:12",160.2,"N",0,"2012-05-01 11:54","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",3
"1267",11652881,"2012-05-04 13:18",221.54,"Y",3,"2012-05-04 3:24","CPM","Adroll - adr","adr","N","CONVERTER",0
"1268",11652881,"2012-05-04 13:18",221.54,"Y",2,"2012-05-04 3:18","CPM","Acerno","acerno","N","ASSIST",0
"1269",11652881,"2012-05-04 13:18",221.54,"Y",1,"2012-05-04 3:17","CPM","Adroll - adr","adr","N","ROSTER",0
"1270",11652881,"2012-05-04 13:18",221.54,"Y",0,"2012-05-04 3:17","CPM","Acerno","acerno","N","ORIGINATOR",0
"1271",11652889,"2012-05-04 13:21",347.78,"Y",8,"2012-05-04 11:22","CPM","Acerno","acerno","N","CONVERTER",0
"1272",11652889,"2012-05-04 13:21",347.78,"Y",7,"2012-05-04 1:40","CPM","Accordant","n6899541","N","ASSIST",0
"1273",11652889,"2012-05-04 13:21",347.78,"Y",6,"2012-05-04 1:40","CPM","Acerno","acerno","N","ROSTER",0
"1274",11652889,"2012-05-04 13:21",347.78,"Y",5,"2012-05-04 0:29","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1275",11652889,"2012-05-04 13:21",347.78,"Y",4,"2012-05-04 0:28","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1276",11652889,"2012-05-04 13:21",347.78,"Y",3,"2012-05-04 0:22","CPM","AOL - February 2011","N9457P1A","N","ROSTER",0
"1277",11652889,"2012-05-04 13:21",347.78,"Y",2,"2012-05-04 0:14","CPM","Adroll - adr","adr","N","ROSTER",0
"1278",11652889,"2012-05-04 13:21",347.78,"Y",1,"2012-05-04 0:05","CPM","Adroll - adr","adr","N","ROSTER",0
"1279",11652889,"2012-05-04 13:21",347.78,"Y",0,"2012-05-04 0:05","CPM","Adroll - adr","adr","N","ORIGINATOR",0
"1280",11652984,"2012-05-04 14:05",252.78,"N",6,"2012-05-04 12:43","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1281",11652984,"2012-05-04 14:05",252.78,"N",5,"2012-04-12 22:08","CPM","Mediawhiz","n62974792","N","ASSIST",22
"1282",11652984,"2012-05-04 14:05",252.78,"N",4,"2012-03-19 4:18","CPM","Mediawhiz","n62974792","N","ROSTER",45
"1283",11652984,"2012-05-04 14:05",252.78,"N",3,"2011-12-28 3:21","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",126
"1284",11652984,"2012-05-04 14:05",252.78,"N",2,"2011-12-28 3:19","CJ","Commission Junction","cj22","N","ROSTER",126
"1285",11652984,"2012-05-04 14:05",252.78,"N",1,"2011-12-28 3:18","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",126
"1286",11652984,"2012-05-04 14:05",252.78,"N",0,"2011-12-28 3:18","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",126
"1287",11653005,"2012-05-04 14:13",264,"Y",1,"2012-05-04 13:59","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1288",11653005,"2012-05-04 14:13",264,"Y",0,"2012-05-04 13:47","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > medifast","g000869","Y","ORIGINATOR",0
"1289",11653046,"2012-05-04 14:32",541.57,"N",3,"2012-05-04 14:23","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1290",11653046,"2012-05-04 14:32",541.57,"N",2,"2012-05-04 14:07","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast.com","brand8155msn","Y","ASSIST",0
"1291",11653046,"2012-05-04 14:32",541.57,"N",1,"2012-05-04 14:07","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast.com","brand8155msn","Y","ROSTER",0
"1292",11653046,"2012-05-04 14:32",541.57,"N",0,"2012-05-04 14:06","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"1293",11653048,"2012-05-04 14:37",251.45,"N",1,"2012-05-04 13:23","CPM","Acerno","acerno","N","CONVERTER",0
"1294",11653048,"2012-05-04 14:37",251.45,"N",0,"2012-05-04 13:22","CPM","Accordant","n6899541","N","ORIGINATOR",0
"1295",11653082,"2012-05-04 14:40",96.95,"N",2,"2012-05-01 17:41","CPM","Armonix","nar7467","N","CONVERTER",3
"1296",11653082,"2012-05-04 14:40",96.95,"N",1,"2012-04-27 15:36","OTHER","MedifastHealth.com - Portal","medifasthealth","Y","ASSIST",7
"1297",11653082,"2012-05-04 14:40",96.95,"N",0,"2012-04-24 15:48","CPM","Mediawhiz","n62974792","N","ORIGINATOR",10
"1298",11653165,"2012-05-04 15:08",207.06,"Y",2,"2012-05-04 14:26","CPM","24/7 Real Media [old]","247","N","CONVERTER",0
"1299",11653165,"2012-05-04 15:08",207.06,"Y",1,"2012-05-04 2:20","CPM","Armonix","nar7467","N","ASSIST",0
"1300",11653165,"2012-05-04 15:08",207.06,"Y",0,"2012-05-04 2:17","CPM","Armonix","nar7467","N","ORIGINATOR",0
"1313",11653232,"2012-05-04 15:27",46.97,"Y",6,"2012-05-04 12:53","CPM","Armonix","nar7467","N","CONVERTER",0
"1314",11653232,"2012-05-04 15:27",46.97,"Y",5,"2012-05-04 12:46","CPM","Mediawhiz","n62974792","N","ASSIST",0
"1315",11653232,"2012-05-04 15:27",46.97,"Y",4,"2012-05-04 12:34","CPM","Acerno","acerno","N","ROSTER",0
"1316",11653232,"2012-05-04 15:27",46.97,"Y",3,"2012-05-04 12:30","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1317",11653232,"2012-05-04 15:27",46.97,"Y",2,"2012-05-04 12:13","CPM","Magnetic","h987mag","N","ROSTER",0
"1318",11653232,"2012-05-04 15:27",46.97,"Y",1,"2012-05-04 12:05","CPM","Acerno","acerno","N","ROSTER",0
"1319",11653232,"2012-05-04 15:27",46.97,"Y",0,"2012-05-04 11:34","CPM","Armonix","nar7467","N","ORIGINATOR",0
"1320",11653289,"2012-05-04 15:49",276.34,"Y",8,"2012-05-04 15:12","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1321",11653289,"2012-05-04 15:49",276.34,"Y",7,"2012-05-04 15:08","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"1322",11653289,"2012-05-04 15:49",276.34,"Y",6,"2012-05-04 15:08","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"1323",11653289,"2012-05-04 15:49",276.34,"Y",5,"2012-04-25 16:22","CPM","Mediawhiz","n62974792","N","ROSTER",9
"1324",11653289,"2012-05-04 15:49",276.34,"Y",4,"2012-04-24 18:25","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",10
"1325",11653289,"2012-05-04 15:49",276.34,"Y",3,"2012-04-24 18:24","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",10
"1326",11653289,"2012-05-04 15:49",276.34,"Y",2,"2012-04-24 18:23","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",10
"1327",11653289,"2012-05-04 15:49",276.34,"Y",1,"2012-01-26 17:32","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",98
"1328",11653289,"2012-05-04 15:49",276.34,"Y",0,"2012-01-26 17:23","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",98
"1329",11653334,"2012-05-04 16:04",264,"Y",7,"2012-05-04 15:41","CJ","Commission Junction","cj22","N","CONVERTER",0
"1330",11653334,"2012-05-04 16:04",264,"Y",6,"2012-05-04 15:40","CJ","Commission Junction","cj22","N","ASSIST",0
"1331",11653334,"2012-05-04 16:04",264,"Y",5,"2012-05-04 13:51","CPM","Acerno","acerno","N","ROSTER",0
"1332",11653334,"2012-05-04 16:04",264,"Y",4,"2012-05-04 13:49","CPM","Adroll - adr","adr","N","ROSTER",0
"1333",11653334,"2012-05-04 16:04",264,"Y",3,"2012-05-04 13:08","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1334",11653334,"2012-05-04 16:04",264,"Y",2,"2012-05-04 13:05","CPM","Magnetic","h987mag","N","ROSTER",0
"1335",11653334,"2012-05-04 16:04",264,"Y",1,"2012-05-04 12:34","CPM","Acerno","acerno","N","ROSTER",0
"1336",11653334,"2012-05-04 16:04",264,"Y",0,"2012-05-04 12:34","CPM","Acerno","acerno","N","ORIGINATOR",0
"1337",11653369,"2012-05-04 16:14",250,"Y",4,"2012-04-03 14:26","CPM","Mediawhiz","n62974792","N","CONVERTER",31
"1338",11653369,"2012-05-04 16:14",250,"Y",3,"2012-04-01 13:56","CPM","Adroll - adr","adr","N","ASSIST",33
"1339",11653369,"2012-05-04 16:14",250,"Y",2,"2012-03-13 14:57","CPM","Armonix","nar7467","N","ROSTER",51
"1340",11653369,"2012-05-04 16:14",250,"Y",1,"2012-02-14 16:01","CJ","Commission Junction","cj22","N","ROSTER",80
"1341",11653369,"2012-05-04 16:14",250,"Y",0,"2012-02-13 20:27","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",81
"1342",11653390,"2012-05-04 16:20",78.13,"N",3,"2012-05-04 15:24","CPM","Armonix","nar7467","N","CONVERTER",0
"1343",11653390,"2012-05-04 16:20",78.13,"N",2,"2012-05-04 15:24","CPM","Accordant","n6899541","N","ASSIST",0
"1344",11653390,"2012-05-04 16:20",78.13,"N",1,"2012-05-04 15:24","CPM","Accordant","n6899541","N","ROSTER",0
"1345",11653390,"2012-05-04 16:20",78.13,"N",0,"2012-05-03 17:38","CPM","Armonix","nar7467","N","ORIGINATOR",1
"1349",11653528,"2012-05-04 17:31",298.95,"Y",2,"2012-05-04 17:22","CPM","Armonix","nar7467","N","CONVERTER",0
"1350",11653528,"2012-05-04 17:31",298.95,"Y",1,"2012-05-04 17:04","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"1351",11653528,"2012-05-04 17:31",298.95,"Y",0,"2012-05-04 16:56","CPM","Armonix","nar7467","N","ORIGINATOR",0
"1352",11653535,"2012-05-04 17:09",185.66,"Y",1,"2011-12-10 18:42","CPM","Armonix","nar7467","N","CONVERTER",144
"1353",11653535,"2012-05-04 17:09",185.66,"Y",0,"2011-11-27 21:25","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",157
"1354",11653550,"2012-05-04 17:14",145.06,"Y",2,"2012-05-04 17:02","CJ","Commission Junction","cj22","N","CONVERTER",0
"1355",11653550,"2012-05-04 17:14",145.06,"Y",1,"2012-05-04 17:00","CJ","Commission Junction","cj22","N","ASSIST",0
"1356",11653550,"2012-05-04 17:14",145.06,"Y",0,"2012-05-04 16:56","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  medifast diet","brand8124msn","Y","ORIGINATOR",0
"1357",11653584,"2012-05-04 17:25",172.97,"N",1,"2012-05-02 20:05","CPM","Armonix","nar7467","N","CONVERTER",2
"1358",11653584,"2012-05-04 17:25",172.97,"N",0,"2012-04-26 2:08","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",8
"1359",11653605,"2012-05-04 17:37",335.97,"Y",5,"2012-01-09 19:31","CPM","Acerno","acerno","N","CONVERTER",115
"1360",11653605,"2012-05-04 17:37",335.97,"Y",4,"2011-12-22 18:35","CPM","Acerno","acerno","N","ASSIST",132
"1361",11653605,"2012-05-04 17:37",335.97,"Y",3,"2011-12-08 19:10","CPM","Acerno","acerno","N","ROSTER",146
"1362",11653605,"2012-05-04 17:37",335.97,"Y",2,"2011-11-14 23:54","CPM","Armonix","nar7467","N","ROSTER",170
"1363",11653605,"2012-05-04 17:37",335.97,"Y",1,"2011-11-14 23:53","CPM","Armonix","nar7467","N","ROSTER",170
"1364",11653605,"2012-05-04 17:37",335.97,"Y",0,"2011-11-13 0:15","CPM","Acerno","acerno","N","ORIGINATOR",171
"1365",11653608,"2012-05-04 17:38",266.48,"Y",1,"2012-05-04 17:31","CJ","Commission Junction","cj22","N","CONVERTER",0
"1366",11653608,"2012-05-04 17:38",266.48,"Y",0,"2012-05-04 12:09","CPM","Acerno","acerno","N","ORIGINATOR",0
"1367",11653610,"2012-05-04 18:08",264,"Y",5,"2012-05-04 14:36","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"1368",11653610,"2012-05-04 18:08",264,"Y",4,"2012-05-04 14:33","CPM","Mediawhiz","n62974792","N","ASSIST",0
"1369",11653610,"2012-05-04 18:08",264,"Y",3,"2012-05-04 4:38","CPM","Armonix","nar7467","N","ROSTER",0
"1370",11653610,"2012-05-04 18:08",264,"Y",2,"2012-05-04 4:01","CPM","Acerno","acerno","N","ROSTER",0
"1371",11653610,"2012-05-04 18:08",264,"Y",1,"2012-05-04 4:01","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"1372",11653610,"2012-05-04 18:08",264,"Y",0,"2012-05-04 4:01","CPM","Acerno","acerno","N","ORIGINATOR",0
"1373",11653696,"2012-05-04 18:08",78.13,"Y",8,"2012-05-04 17:58","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1374",11653696,"2012-05-04 18:08",78.13,"Y",7,"2012-04-28 16:53","CPM","Mediawhiz","n62974792","N","ASSIST",6
"1375",11653696,"2012-05-04 18:08",78.13,"Y",6,"2012-04-28 16:53","CPM","Mediawhiz","n62974792","N","ROSTER",6
"1376",11653696,"2012-05-04 18:08",78.13,"Y",5,"2012-04-20 11:29","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",14
"1377",11653696,"2012-05-04 18:08",78.13,"Y",4,"2012-04-04 14:15","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",30
"1378",11653696,"2012-05-04 18:08",78.13,"Y",3,"2012-04-03 15:15","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ROSTER",31
"1379",11653696,"2012-05-04 18:08",78.13,"Y",2,"2012-04-02 16:22","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > medifast","g000869","Y","ROSTER",32
"1380",11653696,"2012-05-04 18:08",78.13,"Y",1,"2012-04-02 16:17","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > medifast","g000869","Y","ROSTER",32
"1381",11653696,"2012-05-04 18:08",78.13,"Y",0,"2012-04-02 16:16","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > medifast","g000869","Y","ORIGINATOR",32
"1388",11653712,"2012-05-04 18:12",43.04,"Y",2,"2012-05-04 18:05","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"1389",11653712,"2012-05-04 18:12",43.04,"Y",1,"2012-05-04 14:36","CPM","Armonix","nar7467","N","ASSIST",0
"1390",11653712,"2012-05-04 18:12",43.04,"Y",0,"2012-05-04 14:35","CPM","Armonix","nar7467","N","ORIGINATOR",0
"1398",11653798,"2012-05-04 18:41",83.15,"N",9,"2012-05-04 17:37","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"1399",11653798,"2012-05-04 18:41",83.15,"N",8,"2012-05-04 4:39","CPM","Mediawhiz","n62974792","N","ASSIST",0
"1400",11653798,"2012-05-04 18:41",83.15,"N",7,"2012-05-04 4:37","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1401",11653798,"2012-05-04 18:41",83.15,"N",6,"2012-05-03 18:16","CPM","Armonix","nar7467","N","ROSTER",1
"1402",11653798,"2012-05-04 18:41",83.15,"N",5,"2012-05-03 17:54","CPM","Armonix","nar7467","N","ROSTER",1
"1403",11653798,"2012-05-04 18:41",83.15,"N",4,"2012-05-03 17:38","CPM","Armonix","nar7467","N","ROSTER",1
"1404",11653798,"2012-05-04 18:41",83.15,"N",3,"2012-05-02 15:50","CPM","Mediawhiz","n62974792","N","ROSTER",2
"1405",11653798,"2012-05-04 18:41",83.15,"N",2,"2012-05-02 1:53","CPM","Mediawhiz","n62974792","N","ROSTER",2
"1406",11653798,"2012-05-04 18:41",83.15,"N",1,"2012-05-01 22:57","CPM","Mediawhiz","n62974792","N","ROSTER",3
"1407",11653798,"2012-05-04 18:41",83.15,"N",0,"2012-05-01 22:29","CPM","Armonix","nar7467","N","ORIGINATOR",3
"1408",11653830,"2012-05-04 18:57",212.26,"N",3,"2012-05-04 18:54","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"1409",11653830,"2012-05-04 18:57",212.26,"N",2,"2012-05-04 12:29","CPM","Mediawhiz","n62974792","N","ASSIST",0
"1410",11653830,"2012-05-04 18:57",212.26,"N",1,"2012-05-04 12:29","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1411",11653830,"2012-05-04 18:57",212.26,"N",0,"2012-05-04 12:28","CPM","Magnetic","h987mag","N","ORIGINATOR",0
"1412",11653886,"2012-05-04 19:15",76.4,"N",6,"2012-04-05 3:40","CPM","Acerno","acerno","N","CONVERTER",29
"1413",11653886,"2012-05-04 19:15",76.4,"N",5,"2012-03-19 19:40","CPM","24/7 Real Media [old]","247","N","ASSIST",45
"1414",11653886,"2012-05-04 19:15",76.4,"N",4,"2012-03-19 18:06","CPM","24/7 Real Media [old]","247","N","ROSTER",45
"1415",11653886,"2012-05-04 19:15",76.4,"N",3,"2012-03-02 22:52","CPM","Armonix","nar7467","N","ROSTER",62
"1416",11653886,"2012-05-04 19:15",76.4,"N",2,"2012-03-01 21:02","CPM","Armonix","nar7467","N","ROSTER",63
"1417",11653886,"2012-05-04 19:15",76.4,"N",1,"2012-03-01 21:02","CPM","Armonix","nar7467","N","ROSTER",63
"1418",11653886,"2012-05-04 19:15",76.4,"N",0,"2012-01-30 14:21","CPM","Adroll - adr","adr","N","ORIGINATOR",94
"1419",11653893,"2012-05-04 19:17",76.4,"N",2,"2012-05-03 20:07","CPM","AOL - February 2011","N9457P1A","N","CONVERTER",1
"1420",11653893,"2012-05-04 19:17",76.4,"N",1,"2012-05-03 12:42","CPM","Armonix","nar7467","N","ASSIST",1
"1421",11653893,"2012-05-04 19:17",76.4,"N",0,"2012-05-03 12:42","CPM","Armonix","nar7467","N","ORIGINATOR",1
"1438",11653968,"2012-05-04 19:47",139.5,"Y",4,"2012-05-04 17:44","CPM","Armonix","nar7467","N","CONVERTER",0
"1439",11653968,"2012-05-04 19:47",139.5,"Y",3,"2012-05-04 17:42","CPM","Armonix","nar7467","N","ASSIST",0
"1440",11653968,"2012-05-04 19:47",139.5,"Y",2,"2012-05-04 17:40","CPM","Adroll - adr","adr","N","ROSTER",0
"1441",11653968,"2012-05-04 19:47",139.5,"Y",1,"2012-05-04 17:04","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1442",11653968,"2012-05-04 19:47",139.5,"Y",0,"2012-05-04 15:00","CPM","AOL - February 2011","N9457P1A","N","ORIGINATOR",0
"1443",11653973,"2012-05-04 19:59",281.5,"Y",2,"2012-05-04 19:47","CPM","24/7 Real Media [old]","247","N","CONVERTER",0
"1444",11653973,"2012-05-04 19:59",281.5,"Y",1,"2012-05-04 19:46","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"1445",11653973,"2012-05-04 19:59",281.5,"Y",0,"2012-05-04 19:41","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"1450",11654005,"2012-05-04 19:57",404.26,"N",4,"2012-04-22 3:37","CPM","Mediawhiz","n62974792","N","CONVERTER",12
"1451",11654005,"2012-05-04 19:57",404.26,"N",3,"2012-04-16 0:50","CPM","Mediawhiz","n62974792","N","ASSIST",18
"1452",11654005,"2012-05-04 19:57",404.26,"N",2,"2012-03-03 3:37","CPM","Armonix","nar7467","N","ROSTER",61
"1453",11654005,"2012-05-04 19:57",404.26,"N",1,"2012-02-11 15:36","CPM","Armonix","nar7467","N","ROSTER",83
"1454",11654005,"2012-05-04 19:57",404.26,"N",0,"2012-01-12 14:35","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast URL Options > medifast1.com","g001201","Y","ORIGINATOR",112
"1462",11654011,"2012-05-04 19:58",41.07,"N",8,"2012-05-04 19:51","CJ","Commission Junction","cj22","N","CONVERTER",0
"1463",11654011,"2012-05-04 19:58",41.07,"N",7,"2012-03-20 15:13","CPM","Armonix","nar7467","N","ASSIST",44
"1464",11654011,"2012-05-04 19:58",41.07,"N",6,"2012-03-20 15:13","CPM","Armonix","nar7467","N","ROSTER",44
"1465",11654011,"2012-05-04 19:58",41.07,"N",5,"2012-03-20 15:12","CPM","Armonix","nar7467","N","ROSTER",44
"1466",11654011,"2012-05-04 19:58",41.07,"N",4,"2012-02-01 17:17","CJ","Commission Junction","cj22","N","ROSTER",93
"1467",11654011,"2012-05-04 19:58",41.07,"N",3,"2012-02-01 17:17","CJ","Commission Junction","cj22","N","ROSTER",93
"1468",11654011,"2012-05-04 19:58",41.07,"N",2,"2012-02-01 17:17","CJ","Commission Junction","cj22","N","ROSTER",93
"1469",11654011,"2012-05-04 19:58",41.07,"N",1,"2012-01-24 13:46","SEARCH GOOGLE NON-BRAND","G: Vanity Domains > Medifastok.com > medifast.com","g001511","N","ROSTER",100
"1470",11654011,"2012-05-04 19:58",41.07,"N",0,"2011-12-22 13:10","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",132
"1471",11654099,"2012-05-04 20:34",504,"Y",5,"2012-05-04 16:39","CPM","Adroll - adr","adr","N","CONVERTER",0
"1472",11654099,"2012-05-04 20:34",504,"Y",4,"2012-05-04 16:38","CPM","Adroll - adr","adr","N","ASSIST",0
"1473",11654099,"2012-05-04 20:34",504,"Y",3,"2012-05-04 16:38","CPM","Adroll - adr","adr","N","ROSTER",0
"1474",11654099,"2012-05-04 20:34",504,"Y",2,"2012-05-04 2:43","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1475",11654099,"2012-05-04 20:34",504,"Y",1,"2012-05-04 2:08","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1476",11654099,"2012-05-04 20:34",504,"Y",0,"2012-05-04 1:21","CPM","Mediawhiz","n62974792","N","ORIGINATOR",0
"1477",11654172,"2012-05-04 21:00",330,"Y",1,"2012-05-04 20:54","CJ","Commission Junction","cj22","N","CONVERTER",0
"1478",11654172,"2012-05-04 21:00",330,"Y",0,"2012-05-04 20:46","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"1479",11654213,"2012-05-04 21:20",379.5,"Y",7,"2012-05-04 20:52","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"1480",11654213,"2012-05-04 21:20",379.5,"Y",6,"2012-05-04 20:44","CPM","Mediawhiz","n62974792","N","ASSIST",0
"1481",11654213,"2012-05-04 21:20",379.5,"Y",5,"2012-05-04 20:44","CPM","Mediawhiz","n62974792","N","ROSTER",0
"1482",11654213,"2012-05-04 21:20",379.5,"Y",4,"2012-05-04 15:58","CPM","Armonix","nar7467","N","ROSTER",0
"1483",11654213,"2012-05-04 21:20",379.5,"Y",3,"2012-05-04 15:58","CPM","Armonix","nar7467","N","ROSTER",0
"1484",11654213,"2012-05-04 21:20",379.5,"Y",2,"2012-05-04 15:49","CPM","Armonix","nar7467","N","ROSTER",0
"1485",11654213,"2012-05-04 21:20",379.5,"Y",1,"2012-05-04 14:54","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"1486",11654213,"2012-05-04 21:20",379.5,"Y",0,"2012-05-04 12:14","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",0
"1487",11654220,"2012-05-04 21:18",179.89,"Y",4,"2012-05-04 21:12","CJ","Commission Junction","cj22","N","CONVERTER",0
"1488",11654220,"2012-05-04 21:18",179.89,"Y",3,"2012-05-04 21:11","CJ","Commission Junction","cj22","N","ASSIST",0
"1489",11654220,"2012-05-04 21:18",179.89,"Y",2,"2012-05-04 18:48","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"1490",11654220,"2012-05-04 21:18",179.89,"Y",1,"2012-05-04 18:46","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",0
"1491",11654220,"2012-05-04 21:18",179.89,"Y",0,"2012-05-04 18:24","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"1492",11654261,"2012-05-04 21:35",95.04,"N",5,"2012-04-20 2:29","CPM","Mediawhiz","n62974792","N","CONVERTER",14
"1493",11654261,"2012-05-04 21:35",95.04,"N",4,"2012-04-18 21:31","CPM","Mediawhiz","n62974792","N","ASSIST",16
"1494",11654261,"2012-05-04 21:35",95.04,"N",3,"2012-04-18 11:04","CPM","Mediawhiz","n62974792","N","ROSTER",16
