"","group","A","B","C","D","E","hired","quality"
"123","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166612265545114
"613","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-4.305402862133e-05
"1526","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312886369029404
"1884","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00052275745635
"1525","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313591556298785
"893","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958331858957442
"1755","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.95929462163583
"599","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313604732830786
"1859","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999904572881798
"1719","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000714927807073531
"1108","female",1,1,0,0.260869565217391,0,0,0.610183315913073
"1678","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00100009076867543
"1663","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.31289972803743
"251","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.454952815952179
"1263","female",1,1,0,0.260869565217391,0,0,0.610686636059764
"1367","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165158140758008
"1140","female",1,1,0,0.260869565217391,0,0,0.608668244991195
"963","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123864001868297
"32","male",1,1,0,0.260869565217391,0,0,0.611518743542911
"1259","female",1,1,0,0.260869565217391,0,0,0.610220865901909
"1485","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.45608860789833
"1812","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124133739339042
"1756","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959470439997741
"745","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000267039110905348
"1453","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455487789812103
"1655","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314283706218944
"1611","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.31358248817515
"1795","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.126242498431757
"1438","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.454764271231137
"1098","female",1,1,0,0.260869565217391,0,0,0.610092575284
"1391","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166094110533882
"620","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000885981314898365
"424","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.267830092468951
"189","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.45494578062831
"1894","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998622925293425
"849","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958335940237672
"1583","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.313399935275203
"934","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123880741169498
"466","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313557470846151
"1491","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.456650474448385
"840","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.95904479009084
"175","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456170509633803
"1431","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455378328094452
"1149","female",1,1,0,0.260869565217391,0,0,0.609946171405955
"370","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.266434846540191
"878","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959125788644799
"278","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.454575390142021
"289","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.455151665140031
"1190","female",1,1,0,0.260869565217391,0,0,0.611108275168745
"838","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959746546110428
"952","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124075721780237
"1428","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.456353887597085
"1724","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00127716990533523
"658","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-4.49214525143863e-05
"40","male",1,1,0,0.260869565217391,0,0,0.611204113742116
"41","male",1,1,0,0.260869565217391,0,0,0.608946662727087
"93","male",1,1,0,0.260869565217391,0,0,0.611273469828851
"1807","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124036492018836
"1727","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000477889539658914
"1554","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314695534546407
"1514","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314220968219222
"487","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314750398534526
"1161","female",1,1,0,0.260869565217391,0,1,0.611322803314486
"138","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165619486530759
"530","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313815882795447
"1948","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,1.00049355217594
"1445","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455206391294801
"981","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,0.999257851465082
"34","male",1,1,0,0.260869565217391,0,0,0.609454932580328
"476","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314229093926804
"1052","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.181366112027263
"1597","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315432677132116
"624","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.000579376088754687
"90","male",1,1,0,0.260869565217391,0,0,0.61068326462016
"1820","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.122816529107166
"892","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959016540290241
"1571","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.3155676290151
"313","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456022307057056
"190","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.455899177107411
"1918","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00185262667623
"1213","female",1,1,0,0.260869565217391,0,0,0.611382507590137
"1174","female",1,1,0,0.260869565217391,0,0,0.608062827968758
"1285","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165123732464758
"1612","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313222685711179
"288","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.45702218163126
"1867","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00080124548212
"1763","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.95838174542375
"1317","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164486075326029
"1596","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315283207398449
"950","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.124043694181752
"1390","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164101818047297
"958","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123349260245011
"1799","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124097262062406
"388","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.265628445167359
"640","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00154530217667399
"814","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958471308487627
"1516","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313749364289316
"31","male",1,1,0,0.260869565217391,0,1,0.608612852424216
"1848","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124440314168519
"1497","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455316390164586
"1806","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.12514391749105
"256","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.45567538930026
"1579","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312851986365803
"1788","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959807579770439
"1950","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,1.00038979648953
"130","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165492117510476
"379","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264409314184363
"1761","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.960305453568262
"1137","female",1,1,0,0.260869565217391,0,1,0.611071273911574
"1639","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314290711486679
"1243","female",1,1,0,0.260869565217391,0,0,0.609098102904469
"616","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00156559522409243
"1936","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00008531835301
"429","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.265819717150883
"1822","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123938216851891
"1958","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00128076837997
"335","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265221881255334
"1656","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312984302150133
"1247","female",1,1,0,0.260869565217391,0,0,0.60950344233482
"1864","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00014176332096
"1775","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958685534227897
"489","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.313708608350418
"304","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456198531665879
"881","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959918086475582
"209","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.454999854302144
"1198","female",1,1,0,0.260869565217391,0,0,0.608053912985009
"1679","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000165807531602828
"717","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000707499975156218
"63","male",1,1,0,0.260869565217391,0,0,0.609256553517909
"1379","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166047441238842
"1626","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.314484940422021
"567","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313694238732711
"1120","female",1,1,0,0.260869565217391,0,0,0.611011272796241
"788","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.960281527158595
"1700","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000312021258106254
"1352","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164568714143806
"549","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312869964864702
"903","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.125086893181767
"869","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958274342259014
"131","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164849503774377
"1614","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314931348472123
"128","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166267821129083
"783","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958992984180427
"595","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.312481133863438
"1212","female",1,1,0,0.260869565217391,0,0,0.608517495370413
"954","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.122765333867255
"243","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456279539370952
"988","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998563686062326
"96","male",1,1,0,0.260869565217391,0,0,0.610811932700166
"1615","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313257825415139
"862","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959260261436246
"222","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456931434574987
"1302","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.16617438219024
"915","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123682611965659
"170","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164077344405221
"1384","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165872762124555
"1306","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166720997935793
"1025","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.180503492116232
"931","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.122766404373892
"200","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455471456786413
"1095","female",1,1,0,0.260869565217391,0,0,0.610043586144406
"698","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000746937911750964
"107","male",1,1,0,0.260869565217391,0,0,0.611507654088232
"1392","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165700520084189
"1771","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959943686466369
"187","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455546847792883
"1893","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,1.00022187774107
"1987","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00160046728435
"1116","female",1,1,0,0.260869565217391,0,0,0.61068296126807
"1050","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.18102189927613
"1073","female",1,1,0,0.260869565217391,0,0,0.60951490931838
"541","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314054019493024
"153","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165073974649277
"1181","female",1,1,0,0.260869565217391,0,0,0.611598609765476
"64","male",1,1,0,0.260869565217391,0,1,0.609557743497153
"1139","female",1,1,0,0.260869565217391,0,0,0.60979777997137
"1740","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.000773296109555289
"264","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.4560366812271
"360","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.264716744964325
"276","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.45632423265323
"1364","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.166397565255038
"1427","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455877005194296
"301","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.457566189281356
"1817","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124538447184173
"974","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.124849682172385
"1816","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.122673287303457
"1852","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.0010969146138
"1845","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123936200800394
"1228","female",1,1,0,0.260869565217391,0,1,0.609504194437642
"888","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959170965798393
"129","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166956496327081
"1749","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959936050711098
"1298","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.164713949620083
"965","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123677651494258
"234","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.45687097092774
"1551","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312969571618718
"1786","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957301508801779
"1889","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.0004196044696
"793","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.96000749203971
"309","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456868898175714
"36","male",1,1,0,0.260869565217391,0,0,0.609338758737911
"1821","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123696863825875
"653","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.001503175175774
"916","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.125128666437757
"1737","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00219800718090323
"1715","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,-0.00060008902453781
"1956","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0,0.998943668095178
"552","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312630406310814
"166","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165395365951196
"68","male",1,1,0,0.260869565217391,0,1,0.609611269989602
"26","male",1,1,0,0.260869565217391,0,1,0.609855346538463
"608","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,0.00114036020875769
"1530","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314183402789208
"1861","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998923116676427
"308","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.455673183280532
"850","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958333481114878
"558","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313232126656343
"451","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.264608561542582
"1393","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.165901612231023
"1966","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.998199253252847
"837","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958471507605727
"413","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266029395669189
"1455","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.455724668506654
"368","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.263994653962054
"1110","female",1,1,0,0.260869565217391,0,0,0.610677261344445
"836","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958652876868601
"1290","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165154982470669
"1718","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000190758417920819
"1897","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.0000003921268
"75","male",1,1,0,0.260869565217391,0,0,0.608928476831386
"1408","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.456400655946793
"1063","female",1,1,0,0.260869565217391,0,0,0.609350059505742
"1574","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314873985961732
"894","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.957873163746473
"470","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313732100084474
"603","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.313314761830048
"1072","female",1,1,0,0.260869565217391,0,0,0.610622624996776
"1410","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.454756534342051
"475","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.31307552147105
"1117","female",1,1,0,0.260869565217391,0,0,0.609606301642273
"1801","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.125810230850433
"844","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958474742238036
"1207","female",1,1,0,0.260869565217391,0,0,0.609123914811199
"248","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.456375082641311
"268","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456133625900917
"1377","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.167292654471763
"1881","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999628707685925
"201","male",0,0,0.813711204046299,0.0869565217391304,1,1,0.45423032983099
"389","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.263624663615235
"1836","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1,0.123260639846438
"1602","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.314215380417082
"1745","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.00049768382457986
"1976","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00173512599967
"1021","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.181878694493103
"941","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.125520696951624
"1693","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-8.39518201073008e-05
"135","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.16422097229893
"896","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959141282300631
"1478","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.455510433645541
"991","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00088435762869
"1257","female",1,1,0,0.260869565217391,0,0,0.609263818287852
"1505","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1,0.265798475659577
"1348","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.164280684958928
"427","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.266787253325481
"100","male",1,1,0,0.260869565217391,0,0,0.60925931431085
"527","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312803526085974
"805","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.958435029883097
"716","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,5.46109095956795e-05
"1536","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313924238623315
"1292","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1,0.164872470552945
"1091","female",1,1,0,0.260869565217391,0,1,0.610088040222926
"145","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165190446328638
"269","male",0,0,0.813711204046299,0.0869565217391304,1,0,0.456381898244286
"1444","female",0,0,0.813711204046299,0.0869565217391304,1,0,0.45612542986275
"515","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312484313470895
"1009","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.179932556752815
"1270","female",1,1,0,0.260869565217391,0,0,0.610355841999514
"9","male",1,1,0,0.260869565217391,0,0,0.610122965468216
"1289","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166783741738207
"1575","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.312633910718038
"784","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959612398962749
"168","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.165634117118606
"1254","female",1,1,0,0.260869565217391,0,0,0.610216894918903
"1800","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0,0.123586396529657
"676","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1,-0.000453020583793055
"147","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0,0.166219920076735
"347","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.265157404256253
"47","male",1,1,0,0.260869565217391,0,0,0.609827391758727
"1681","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00223283077601468
"1121","female",1,1,0,0.260869565217391,0,0,0.6093508847205
"854","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959960009953682
"524","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313861165702189
"529","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.315224941708515
"1184","female",1,1,0,0.260869565217391,0,0,0.608704599758898
"1201","female",1,1,0,0.260869565217391,0,0,0.609226341852754
"1459","female",0,0,0.813711204046299,0.0869565217391304,1,1,0.45565484966362
"353","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.26596143167244
"535","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313272089533798
"775","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959771209575734
"1045","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0,0.180981038826984
"1613","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.315179007948645
"845","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1,0.959542549875894
"1131","female",1,1,0,0.260869565217391,0,0,0.609925649605955
"1219","female",1,1,0,0.260869565217391,0,0,0.610187331054293
"484","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1,0.314945829498203
"737","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.000618962404136651
"1933","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00040886640754
"1568","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0,0.313475929227518
"723","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0,0.00183890721558455
"1903","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,1.00003166461394
"1232","female",1,1,0,0.260869565217391,0,0,0.610937475407748
"384","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0,0.267166032627172
"1060","female",1,1,0,0.260869565217391,0,0,0.609767030489299
"985","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1,0.999736888936909
"1266","female",1,1,0,0.260869565217391,0,0,0.609584868008802
