"","group","A","B","C","D","E","hired"
"1804","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"930","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1153","female",1,1,0,0.260869565217391,0,1
"681","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1103","female",1,1,0,0.260869565217391,0,0
"442","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1469","female",0,0,0.813711204046299,0.0869565217391304,1,0
"551","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"989","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1422","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1629","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"899","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"2","male",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1717","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"38","male",1,1,0,0.260869565217391,0,1
"312","male",0,0,0.813711204046299,0.0869565217391304,1,0
"492","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"5","male",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1632","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"576","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"506","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"824","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"246","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1827","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1172","female",1,1,0,0.260869565217391,0,0
"420","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"393","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1598","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"271","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1858","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1278","female",1,1,0,0.260869565217391,0,0
"78","male",1,1,0,0.260869565217391,0,0
"588","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1610","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1457","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1569","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1720","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1304","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"262","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1147","female",1,1,0,0.260869565217391,0,0
"258","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1192","female",1,1,0,0.260869565217391,0,0
"998","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"543","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1249","female",1,1,0,0.260869565217391,0,0
"1791","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1995","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1902","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"231","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1781","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1325","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"215","male",0,0,0.813711204046299,0.0869565217391304,1,1
"226","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1783","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"422","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1630","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1813","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1952","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"674","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1075","female",1,1,0,0.260869565217391,0,0
"639","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"522","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"647","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"117","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"407","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1584","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1794","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1036","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1553","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"614","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"371","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"683","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"907","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"25","male",1,1,0,0.260869565217391,0,0
"1975","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1238","female",1,1,0,0.260869565217391,0,1
"1978","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"452","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"928","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1418","female",0,0,0.813711204046299,0.0869565217391304,1,0
"984","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"277","male",0,0,0.813711204046299,0.0869565217391304,1,1
"16","male",1,1,0,0.260869565217391,0,0
"1371","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"994","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"943","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1126","female",1,1,0,0.260869565217391,0,0
"285","male",0,0,0.813711204046299,0.0869565217391304,1,0
"752","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1895","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"58","male",1,1,0,0.260869565217391,0,1
"544","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"556","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1240","female",1,1,0,0.260869565217391,0,0
"1413","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1730","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1343","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1915","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"617","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"606","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"986","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"74","male",1,1,0,0.260869565217391,0,1
"1619","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"123","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"613","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1526","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1884","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1525","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"893","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1755","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"599","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1859","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1719","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1108","female",1,1,0,0.260869565217391,0,0
"1678","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1663","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"251","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1263","female",1,1,0,0.260869565217391,0,0
"1367","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1140","female",1,1,0,0.260869565217391,0,0
"963","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"32","male",1,1,0,0.260869565217391,0,0
"1259","female",1,1,0,0.260869565217391,0,0
"1485","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1812","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1756","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"745","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1453","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1655","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1611","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1795","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1438","female",0,0,0.813711204046299,0.0869565217391304,1,1
"1098","female",1,1,0,0.260869565217391,0,0
"1391","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"620","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"424","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"189","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1894","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"849","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1583","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"934","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"466","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1491","female",0,0,0.813711204046299,0.0869565217391304,1,1
"840","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"175","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1431","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1149","female",1,1,0,0.260869565217391,0,0
"370","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"878","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"278","male",0,0,0.813711204046299,0.0869565217391304,1,0
"289","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1190","female",1,1,0,0.260869565217391,0,0
"838","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"952","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1428","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1724","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"658","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"40","male",1,1,0,0.260869565217391,0,0
"41","male",1,1,0,0.260869565217391,0,0
"93","male",1,1,0,0.260869565217391,0,0
"1807","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1727","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1554","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1514","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"487","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1161","female",1,1,0,0.260869565217391,0,1
"138","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"530","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1948","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1445","female",0,0,0.813711204046299,0.0869565217391304,1,0
"981","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"34","male",1,1,0,0.260869565217391,0,0
"476","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1052","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1597","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"624","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"90","male",1,1,0,0.260869565217391,0,0
"1820","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"892","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1571","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"313","male",0,0,0.813711204046299,0.0869565217391304,1,1
"190","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1918","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1213","female",1,1,0,0.260869565217391,0,0
"1174","female",1,1,0,0.260869565217391,0,0
"1285","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1612","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"288","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1867","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1763","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1317","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1596","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"950","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1390","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"958","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1799","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"388","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"640","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"814","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1516","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"31","male",1,1,0,0.260869565217391,0,1
"1848","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1497","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1806","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"256","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1579","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1788","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1950","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"130","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"379","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1761","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1137","female",1,1,0,0.260869565217391,0,1
"1639","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1243","female",1,1,0,0.260869565217391,0,0
"616","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1936","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"429","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1822","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1958","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"335","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1656","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1247","female",1,1,0,0.260869565217391,0,0
"1864","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1775","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"489","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"304","male",0,0,0.813711204046299,0.0869565217391304,1,1
"881","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"209","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1198","female",1,1,0,0.260869565217391,0,0
"1679","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"717","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"63","male",1,1,0,0.260869565217391,0,0
"1379","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1626","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"567","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1120","female",1,1,0,0.260869565217391,0,0
"788","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1700","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1352","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"549","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"903","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"869","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"131","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1614","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"128","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"783","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"595","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1212","female",1,1,0,0.260869565217391,0,0
"954","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"243","male",0,0,0.813711204046299,0.0869565217391304,1,0
"988","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"96","male",1,1,0,0.260869565217391,0,0
"1615","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"862","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"222","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1302","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"915","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"170","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1384","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1306","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1025","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"931","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"200","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1095","female",1,1,0,0.260869565217391,0,0
"698","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"107","male",1,1,0,0.260869565217391,0,0
"1392","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1771","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"187","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1893","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"1987","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1116","female",1,1,0,0.260869565217391,0,0
"1050","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1073","female",1,1,0,0.260869565217391,0,0
"541","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"153","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1181","female",1,1,0,0.260869565217391,0,0
"64","male",1,1,0,0.260869565217391,0,1
"1139","female",1,1,0,0.260869565217391,0,0
"1740","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"264","male",0,0,0.813711204046299,0.0869565217391304,1,1
"360","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"276","male",0,0,0.813711204046299,0.0869565217391304,1,1
"1364","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1427","female",0,0,0.813711204046299,0.0869565217391304,1,0
"301","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1817","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"974","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1816","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1852","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1845","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1228","female",1,1,0,0.260869565217391,0,1
"888","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"129","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1749","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1298","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"965","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"234","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1551","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1786","female",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1889","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"793","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"309","male",0,0,0.813711204046299,0.0869565217391304,1,1
"36","male",1,1,0,0.260869565217391,0,0
"1821","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"653","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"916","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1737","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1715","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1956","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,0
"552","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"166","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"68","male",1,1,0,0.260869565217391,0,1
"26","male",1,1,0,0.260869565217391,0,1
"608","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1530","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1861","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"308","male",0,0,0.813711204046299,0.0869565217391304,1,1
"850","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"558","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"451","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1393","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1966","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"837","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"413","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1455","female",0,0,0.813711204046299,0.0869565217391304,1,0
"368","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1110","female",1,1,0,0.260869565217391,0,0
"836","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1290","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1718","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1897","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"75","male",1,1,0,0.260869565217391,0,0
"1408","female",0,0,0.813711204046299,0.0869565217391304,1,0
"1063","female",1,1,0,0.260869565217391,0,0
"1574","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"894","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"470","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"603","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,1
"1072","female",1,1,0,0.260869565217391,0,0
"1410","female",0,0,0.813711204046299,0.0869565217391304,1,0
"475","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1117","female",1,1,0,0.260869565217391,0,0
"1801","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"844","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1207","female",1,1,0,0.260869565217391,0,0
"248","male",0,0,0.813711204046299,0.0869565217391304,1,1
"268","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1377","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1881","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"201","male",0,0,0.813711204046299,0.0869565217391304,1,1
"389","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"1836","female",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,1
"1602","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1745","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"1976","female",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1021","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"941","male",0.355260527823672,0,0.770183332096632,0.565217391304348,0.0746230817983354,0
"1693","female",0.187806540325845,0,0.438059843593167,1,0.170236210380525,1
"135","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"896","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"1478","female",0,0,0.813711204046299,0.0869565217391304,1,1
"991","male",0.872898460263115,1,0.893855175614176,0.739130434782609,0.669803379973014,1
"1257","female",1,1,0,0.260869565217391,0,0
"1505","female",0.499918087756381,0,0.205530908133559,0,0.406459000623328,1
"1348","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"427","male",0.499918087756381,0,0.205530908133559,0,0.406459000623328,0
"100","male",1,1,0,0.260869565217391,0,0
"527","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"805","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"716","male",0.187806540325845,0,0.438059843593167,1,0.170236210380525,0
"1536","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1292","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,1
"1091","female",1,1,0,0.260869565217391,0,1
"145","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"269","male",0,0,0.813711204046299,0.0869565217391304,1,0
"1444","female",0,0,0.813711204046299,0.0869565217391304,1,0
"515","male",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"1009","female",0.104899745530503,0.5,0.484752769718815,0.130434782608696,0.775993797213147,0
"1270","female",1,1,0,0.260869565217391,0,0
"9","male",1,1,0,0.260869565217391,0,0
"1289","female",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1575","female",0.195269626104611,0.5,0.934376274337988,0.0869565217391304,0.477683007601308,0
"784","male",0.773050380907848,0,0.923287797334825,0.304347826086957,0.702969250944744,1
"168","male",0.0563687000085471,0,1,0.347826086956522,0.406201486362006,0
"1254","female",1,1,0,0.260869565217391,0,0
